Delivery_person_Age,Delivery_person_Ratings,Order_Date,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),order_prepare_time (min),distance,time_category,day_of_week
33.0,4.5,2022-03-24,Sunny,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,10,7.845173108613388,Evening,Thursday
36.0,5.0,2022-03-18,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,35,5,12.395377352504651,Night,Friday
24.0,4.6,2022-02-17,Stormy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,17,10,1.467460359299051,Afternoon,Thursday
25.0,4.7,2022-03-05,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,11,5,7.536019458518527,Night,Saturday
29.0,5.0,2022-03-04,Fog,Medium,1,Drinks,motorcycle,1.0,No,Urban,30,10,19.6593440522741,Evening,Friday
25.0,4.1,2022-04-05,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,16,5,7.845173108613388,Night,Tuesday
29.0,4.2,2022-04-03,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,21,10,3.0992292872260383,Morning,Sunday
36.0,4.2,2022-04-06,Cloudy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,32,10,10.859180843022225,Evening,Wednesday
38.0,4.6,2022-03-07,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,15,3.0361474408826683,Morning,Monday
35.0,3.9,2022-04-06,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,34,5,12.05632146227304,Night,Wednesday
22.0,4.9,2022-03-02,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,19,15,19.881126900376607,Evening,Wednesday
39.0,4.2,2022-03-28,Sandstorms,High,2,Drinks,scooter,1.0,No,Metropolitian,32,15,1.5269331229160865,Afternoon,Monday
34.0,4.8,2022-03-01,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Urban,26,10,7.845173108613388,Evening,Tuesday
36.0,4.6,2022-03-13,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,5,9.043032648409891,Evening,Sunday
35.0,4.4,2022-03-13,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,15,7.6353439932837075,Night,Sunday
30.0,3.7,2022-02-14,Windy,Jam,2,Snack,scooter,2.0,No,Metropolitian,43,5,10.431978617341471,Night,Monday
20.0,4.9,2022-04-03,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,13,5,1.5272284258837878,Morning,Sunday
28.0,4.6,2022-03-08,Windy,Low,2,Snack,electric_scooter,1.0,No,Urban,15,15,10.689700885525228,Night,Tuesday
25.0,4.7,2022-04-03,Cloudy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,21,10,6.072110787370805,Afternoon,Sunday
38.0,4.9,2022-03-29,Stormy,Low,2,Meal,electric_scooter,1.0,No,Urban,16,10,19.63081769794792,Night,Tuesday
27.0,4.0,2022-03-03,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Urban,20,15,9.176622359416683,Night,Thursday
37.0,4.5,2022-04-05,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,27,5,4.648810932454234,Night,Tuesday
30.0,4.9,2022-04-04,Cloudy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,28,10,13.66085510505096,Night,Monday
30.0,4.7,2022-03-06,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,32,5,10.845889966900735,Night,Sunday
30.0,4.2,2022-03-28,Cloudy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,35,10,9.162729174053524,Night,Monday
38.0,5.0,2022-02-17,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,30,5,6.276138627413788,Afternoon,Thursday
35.0,4.9,2022-02-12,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,40,5,10.796757714558938,Evening,Saturday
39.0,4.6,2022-03-14,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,17,15,17.063828892740126,Night,Monday
22.0,4.6,2022-03-06,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,15,12.552275755914394,Night,Sunday
35.0,4.3,2022-04-04,Sandstorms,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,36,5,20.142307855191937,Night,Monday
29.0,4.7,2022-03-23,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,34,5,19.341808461134523,Night,Wednesday
27.0,4.6,2022-03-04,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,10,10,10.737155356761592,Night,Friday
27.0,4.8,2022-03-05,Cloudy,High,1,Snack,scooter,1.0,No,Urban,32,10,1.5549180943860352,Afternoon,Saturday
35.0,3.5,2022-03-10,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,33,5,16.871835277515356,Night,Thursday
30.0,4.7,2022-03-29,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,30,10,13.96135178633398,Night,Tuesday
39.0,4.9,2022-03-21,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,22,15,6.109570305811442,Evening,Monday
33.0,4.0,2022-03-31,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,43,15,10.736506622050817,Night,Thursday
28.0,4.8,2022-03-31,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,28,5,13.943264150201642,Night,Thursday
27.0,5.0,2022-03-20,Fog,Jam,0,Drinks,motorcycle,0.0,Yes,Metropolitian,41,5,10.84351284874578,Night,Sunday
33.0,4.9,2022-03-31,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,10,13.564071378154335,Evening,Thursday
25.0,4.8,2022-03-24,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,17,15,4.707104052532131,Evening,Thursday
33.0,4.5,2022-03-29,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,36,10,11.909501860942648,Night,Tuesday
23.0,5.0,2022-03-20,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21,5,13.944605804275888,Night,Sunday
27.0,4.6,2022-04-06,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,17,5,10.737746566804859,Night,Wednesday
34.0,5.0,2022-04-03,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,24,5,7.845173108613388,Night,Sunday
31.0,4.8,2022-03-15,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,15,4.64802423339136,Night,Tuesday
32.0,4.7,2022-02-12,Cloudy,Medium,1,Meal,scooter,1.0,No,Urban,30,10,17.259376716936664,Evening,Saturday
20.0,4.5,2022-02-12,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,12,10,20.807305436498226,Night,Saturday
32.0,4.6,2022-03-31,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,52,5,17.10305085520776,Night,Thursday
36.0,4.8,2022-04-03,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,19,15,9.043027721349308,Night,Sunday
29.0,4.9,2022-03-15,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,22,15,7.845173108613388,Night,Tuesday
24.0,4.9,2022-02-12,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,19,15,16.100181006773923,Evening,Saturday
32.0,4.6,2022-04-01,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,10,1.4880662190663605,Morning,Friday
34.0,4.0,2022-03-10,Cloudy,Jam,2,Buffet,electric_scooter,0.0,No,Semi-Urban,49,15,13.962104738452698,Night,Thursday
22.0,4.8,2022-03-29,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15,5,20.140905255245308,Night,Tuesday
39.0,4.8,2022-03-27,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,19,0,16.36550392738388,Night,Sunday
37.0,4.9,2022-03-27,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,20,10,13.961547929942947,Night,Sunday
24.0,4.6,2022-03-15,Windy,High,2,Meal,scooter,1.0,No,Urban,15,15,1.518047516938337,Afternoon,Tuesday
23.0,4.5,2022-04-06,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,10,20.211791494903654,Night,Wednesday
33.0,4.3,2022-03-02,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,45,15,20.16650847549909,Night,Wednesday
23.0,4.7,2022-04-05,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,15,9.04254420895188,Night,Tuesday
31.0,4.8,2022-03-31,Fog,Jam,1,Buffet,scooter,2.0,No,Metropolitian,46,5,13.765379678937752,Night,Thursday
31.0,4.6,2022-02-18,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,47,10,11.709974213921248,Evening,Friday
35.0,4.4,2022-02-17,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,33,5,1.5114704707057476,Afternoon,Thursday
38.0,4.6,2022-04-03,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,28,10,6.198170058205873,Evening,Sunday
36.0,5.0,2022-03-30,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,31,5,7.535583995571486,Night,Wednesday
29.0,4.8,2022-04-04,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,10,5,20.139338027009416,Night,Monday
34.0,4.7,2022-03-19,Stormy,High,0,Meal,motorcycle,1.0,No,Urban,41,5,1.4888875145065654,Afternoon,Saturday
30.0,4.7,2022-03-09,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,5,3.1380694073889375,Morning,Wednesday
26.0,4.4,2022-03-03,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,15,10,3.1380694073889375,Morning,Thursday
32.0,4.7,2022-02-18,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,22,5,13.37751032958493,Evening,Friday
20.0,4.9,2022-03-17,Fog,Low,1,Drinks,motorcycle,1.0,No,Urban,10,15,4.588870077617411,Night,Thursday
24.0,4.7,2022-03-20,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Urban,28,10,13.750484667228939,Night,Sunday
29.0,4.8,2022-03-24,Sunny,High,1,Buffet,scooter,0.0,No,Urban,13,10,3.0594274560496517,Afternoon,Thursday
31.0,4.1,2022-03-23,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,36,10,12.081749497524873,Night,Wednesday
28.0,4.6,2022-03-12,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,38,5,19.853603911818123,Night,Saturday
21.0,3.7,2022-03-30,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,45,5,7.756535557753129,Night,Wednesday
30.0,4.1,2022-03-12,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,35,5,13.80582074069616,Night,Saturday
24.0,4.7,2022-03-24,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,23,5,4.46440202134633,Night,Thursday
31.0,4.1,2022-04-04,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,34,10,19.340932603768994,Evening,Monday
22.0,4.7,2022-03-04,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,28,10,16.796650852961825,Night,Friday
32.0,5.0,2022-03-19,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,5,9.175822274003313,Evening,Saturday
33.0,5.0,2022-02-15,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,32,15,4.402432889931923,Evening,Tuesday
25.0,4.4,2022-03-10,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,5,13.61109240706194,Night,Thursday
31.0,4.9,2022-03-06,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,26,5,10.737174994526411,Night,Sunday
32.0,4.7,2022-03-12,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,5,19.730165083396134,Night,Saturday
22.0,4.9,2022-03-16,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,15,12.552275755914394,Night,Wednesday
38.0,4.1,2022-03-04,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,44,10,13.96135178633398,Evening,Friday
29.0,4.8,2022-03-04,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,30,5,16.872734408010626,Evening,Friday
24.0,5.0,2022-03-12,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,34,10,20.166056535064868,Night,Saturday
35.0,4.7,2022-03-15,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,15,6.136313894528232,Evening,Tuesday
23.0,4.7,2022-03-06,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,24,15,16.79399979607481,Night,Sunday
27.0,4.9,2022-04-02,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Urban,32,15,17.04433026158702,Night,Saturday
36.0,3.8,2022-03-18,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,32,10,19.590994221235338,Night,Friday
34.0,4.7,2022-03-01,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,26,15,7.74716637421142,Evening,Tuesday
31.0,4.8,2022-02-18,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,40,5,20.03068198921516,Evening,Friday
32.0,4.1,2022-03-16,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,32,15,17.040382448586055,Evening,Wednesday
37.0,4.8,2022-03-17,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,12,15,3.0553946629310085,Morning,Thursday
28.0,4.4,2022-03-04,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,15,16.696491882097586,Night,Friday
33.0,4.6,2022-03-14,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,44,10,19.73161759397837,Night,Monday
35.0,4.6,2022-03-20,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26,15,10.983241696284244,Evening,Sunday
21.0,5.0,2022-03-04,Windy,Low,2,Buffet,scooter,0.0,No,Urban,10,5,12.396712257294284,Night,Friday
32.0,4.7,2022-03-05,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,15,3.1380694073889375,Morning,Saturday
34.0,4.2,2022-03-26,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,36,10,6.276138627413788,Afternoon,Saturday
39.0,4.6,2022-03-26,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,28,15,6.205619093031621,Evening,Saturday
31.0,4.8,2022-03-28,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,5,1.4884133108377866,Morning,Monday
22.0,5.0,2022-04-04,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Urban,25,5,20.141172794424033,Night,Monday
35.0,4.4,2022-04-06,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,39,5,20.139338027009416,Night,Wednesday
36.0,4.5,2022-04-05,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,15,5,4.554109914568528,Night,Tuesday
29.0,4.6,2022-03-01,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,24,10,7.747250131783334,Night,Tuesday
37.0,4.5,2022-03-21,Fog,High,2,Meal,motorcycle,1.0,No,Metropolitian,27,15,3.099023850433492,Afternoon,Monday
25.0,4.8,2022-03-02,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,19,15,13.763169471679213,Night,Wednesday
20.0,4.6,2022-03-24,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,24,10,3.014548256136957,Afternoon,Thursday
34.0,4.7,2022-02-17,Cloudy,Medium,1,Buffet,scooter,1.0,No,Urban,16,5,5.961649333154475,Evening,Thursday
30.0,4.8,2022-02-14,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,22,5,19.44658179178909,Night,Monday
27.0,4.9,2022-04-04,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,13,10,12.410591952624213,Night,Monday
30.0,4.7,2022-02-11,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,10,4991.230562965837,Afternoon,Friday
20.0,2.5,2022-03-08,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,31,10,17.041284717657238,Night,Tuesday
32.0,4.3,2022-03-21,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Urban,33,5,4.602294386101448,Night,Monday
24.0,5.0,2022-03-29,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,10,12.14258481147855,Night,Tuesday
36.0,4.7,2022-03-04,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,27,15,16.365894271420444,Night,Friday
22.0,5.0,2022-03-21,Sunny,Low,1,Meal,motorcycle,1.0,No,Urban,16,5,9.043193297635538,Night,Monday
32.0,4.1,2022-03-27,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,36,10,13.740737825926681,Night,Sunday
23.0,4.8,2022-02-18,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,10,20.489776592999593,Evening,Friday
29.0,4.9,2022-04-03,Windy,Jam,2,Meal,electric_scooter,0.0,No,Urban,16,15,9.062107572908571,Night,Sunday
29.0,4.8,2022-04-03,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,13,15,7.746079097377241,Night,Sunday
32.0,4.6,2022-03-05,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,22,15,3.0681593749537246,Morning,Saturday
21.0,4.4,2022-03-11,Cloudy,High,1,Buffet,scooter,1.0,No,Metropolitian,33,5,1.5070049749662857,Afternoon,Friday
27.0,4.9,2022-03-17,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,13,5,4.5536345129320175,Night,Thursday
28.0,4.9,2022-03-03,Sunny,Low,2,Meal,motorcycle,0.0,No,Urban,23,10,3.054265978481412,Morning,Thursday
39.0,4.4,2022-04-06,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,34,5,19.729364871832257,Evening,Wednesday
28.0,4.7,2022-04-01,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,5,1.5276791467900743,Morning,Friday
32.0,4.6,2022-04-02,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,15,16.36607478461491,Evening,Saturday
37.0,5.0,2022-03-29,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,37,10,19.592639027044864,Night,Tuesday
23.0,4.3,2022-03-20,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,31,10,19.340932603768994,Night,Sunday
21.0,4.9,2022-03-02,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,15,19.730956081865795,Evening,Wednesday
31.0,4.6,2022-03-20,Windy,Low,2,Buffet,motorcycle,0.0,No,Urban,26,5,17.042860218698433,Night,Sunday
39.0,4.5,2022-04-04,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,15,12.142093636686521,Night,Monday
35.0,4.9,2022-02-11,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,23,15,4.707104052532131,Night,Friday
38.0,5.0,2022-03-02,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,21,5,17.064639509884813,Night,Wednesday
31.0,4.9,2022-03-17,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,18,15,7.638167710243232,Evening,Thursday
23.0,4.5,2022-02-12,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,21,15,19.600485757093917,Evening,Saturday
20.0,5.0,2022-02-14,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,25,10,11.709842696032586,Night,Monday
36.0,4.4,2022-03-19,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,31,15,6.106164949890593,Afternoon,Saturday
39.0,3.6,2022-03-18,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,31,10,20.165655783369278,Night,Friday
30.0,4.6,2022-04-05,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,18,5,6.276138627413788,Evening,Tuesday
31.0,4.6,2022-03-09,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,10,6.136161459879009,Evening,Wednesday
30.0,4.0,2022-03-01,Cloudy,High,2,Buffet,scooter,2.0,No,Metropolitian,36,5,1.5179864245411607,Afternoon,Tuesday
33.0,4.9,2022-03-13,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,24,10,3.0146017669132554,Morning,Sunday
27.0,5.0,2022-02-15,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,15,5,1.507939270089698,Morning,Tuesday
21.0,4.5,2022-03-10,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,18,5,10.41513064614557,Evening,Thursday
35.0,4.0,2022-03-03,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,34,15,2.9761332528407447,Morning,Thursday
25.0,4.8,2022-03-27,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,21,5,12.21580153556638,Night,Sunday
24.0,4.6,2022-04-01,Sunny,High,2,Snack,scooter,1.0,No,Urban,14,15,6.136313894528232,Afternoon,Friday
29.0,4.7,2022-04-04,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,16,15,10.415215106220083,Night,Monday
21.0,4.5,2022-03-19,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,29,10,4.602294386101448,Night,Saturday
30.0,4.8,2022-04-06,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,10,10.550020338631688,Night,Wednesday
34.0,4.9,2022-03-27,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,10,13.993239375923967,Night,Sunday
24.0,4.9,2022-03-16,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,26,5,13.61109240706194,Night,Wednesday
33.0,4.7,2022-03-08,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,30,15,11.903799009959796,Night,Tuesday
30.0,4.7,2022-04-06,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,19,15,12.43888855192116,Evening,Wednesday
35.0,5.0,2022-03-18,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,15,20.82829451699757,Night,Friday
20.0,4.9,2022-03-25,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,26,15,10.550295445173377,Evening,Friday
25.0,4.6,2022-03-16,Windy,Jam,2,Meal,motorcycle,1.0,No,Urban,29,5,19.88209277733752,Night,Wednesday
30.0,4.7,2022-03-19,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,17,5,1.518047516938337,Morning,Saturday
38.0,4.9,2022-04-03,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,31,15,6.071909216478056,Evening,Sunday
26.0,4.7,2022-03-01,Windy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,25,15,4.530898781872162,Evening,Tuesday
37.0,4.5,2022-03-03,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Urban,18,10,3.0989560036563137,Morning,Thursday
30.0,4.4,2022-03-06,Stormy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,40,5,20.166599832051194,Night,Sunday
29.0,4.9,2022-03-13,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,12,0,7.669768196606529,Night,Sunday
29.0,5.0,2022-03-24,Fog,Medium,2,Snack,scooter,0.0,No,Urban,10,5,9.043173745968144,Evening,Thursday
38.0,4.8,2022-04-05,Fog,Medium,1,Buffet,scooter,0.0,No,Urban,19,10,4.654346370086994,Evening,Tuesday
25.0,4.9,2022-02-14,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,29,10,13.17288210720511,Night,Monday
29.0,4.9,2022-03-28,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,19,15,4.602207587909277,Evening,Monday
31.0,3.9,2022-03-06,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,31,15,16.611108704815376,Evening,Sunday
35.0,4.7,2022-03-16,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,37,10,20.82829451699757,Night,Wednesday
21.0,4.6,2022-02-13,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,10,7.5383495995330705,Night,Sunday
30.0,3.9,2022-03-10,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,35,5,20.212364073093077,Night,Thursday
38.0,4.9,2022-03-07,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,22,15,7.6701455587956096,Night,Monday
33.0,4.5,2022-04-01,Fog,High,1,Drinks,motorcycle,0.0,No,Metropolitian,25,15,6.117886264150339,Afternoon,Friday
20.0,4.7,2022-04-03,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,24,5,9.074511964797063,Evening,Sunday
31.0,4.9,2022-03-26,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,32,5,9.204085391850377,Night,Saturday
36.0,4.9,2022-04-03,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,27,10,4.580084639727018,Night,Sunday
35.0,5.0,2022-03-20,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,15,10.58675568922506,Night,Sunday
31.0,4.5,2022-03-16,Fog,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,40,10,12.09885639365153,Evening,Wednesday
23.0,4.8,2022-03-20,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Urban,13,5,19.85096705628318,Night,Sunday
35.0,4.8,2022-02-16,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,44,5,16.455477243369266,Evening,Wednesday
30.0,4.2,2022-03-25,Sandstorms,Medium,2,Meal,electric_scooter,2.0,No,Metropolitian,37,15,20.166931406465647,Evening,Friday
35.0,4.6,2022-04-02,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,53,5,10.859486478314285,Night,Saturday
31.0,4.5,2022-03-18,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,33,15,10.549588224835514,Night,Friday
26.0,4.8,2022-03-18,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,15,15,12.271552756727358,Night,Friday
22.0,4.5,2022-03-03,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,5,3.059093555186786,Morning,Thursday
38.0,4.1,2022-03-10,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Urban,39,15,13.945492012958097,Evening,Thursday
34.0,4.8,2022-03-03,Stormy,Medium,1,Buffet,scooter,1.0,No,Urban,26,15,6.072107699343518,Evening,Thursday
27.0,4.9,2022-02-18,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,49,15,17.259376716936664,Night,Friday
37.0,4.0,2022-03-28,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,33,10,9.202838398831243,Night,Monday
30.0,4.8,2022-03-12,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,50,5,13.747579866602594,Night,Saturday
39.0,4.9,2022-02-11,Cloudy,Low,1,Meal,scooter,0.0,No,Urban,17,10,8.91888668509988,Night,Friday
36.0,4.7,2022-03-31,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,41,5,12.552275755914394,Evening,Thursday
37.0,4.9,2022-03-16,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,30,10,13.591437788969875,Night,Wednesday
33.0,4.7,2022-03-21,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,15,15,1.554950150508253,Morning,Monday
